Country,Date,Event,Event Type
Barbados,2020-01-01,International travel [0]: no measures,International travel
Barbados,2020-01-01,Public campaign [0]: no measures,Public campaign
Barbados,2020-01-01,Public events [0]: no measures,Public events
Barbados,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Barbados,2020-01-01,Public transport [0]: no measures,Public transport
Barbados,2020-01-01,School closure [0]: no measures,School closure
Barbados,2020-01-01,Stay at home [0]: no measures,Stay at home
Barbados,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Barbados,2020-01-22,Public campaign [2]: coordinated public information campaign,Public campaign
Barbados,2020-02-15,International travel [1]: screening,International travel
Barbados,2020-03-04,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Barbados,2020-03-17,Internal movement [1]: recommended refrain,Internal movement
Barbados,2020-03-17,Public events [2]: required cancellation,Public events
Barbados,2020-03-17,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Barbados,2020-03-19,School closure [3]: required closing for all,School closure
Barbados,2020-03-28,Internal movement [2]: required restriction,Internal movement
Barbados,2020-03-28,Stay at home [1]: recommended,Stay at home
Barbados,2020-03-28,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Barbados,2020-04-03,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Barbados,2020-04-03,Stay at home [3]: required with minimal exception,Stay at home
Barbados,2020-04-08,Public transport [1]: recommended closure or volume reduction,Public transport
Barbados,2020-05-04,Stay at home [2]: required with exception,Stay at home
Barbados,2020-05-04,Workplace closure [2]: required closing for some,Workplace closure
Barbados,2020-06-01,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Barbados,2020-06-08,School closure [2]: required closing for some,School closure
Barbados,2020-06-15,Public events [1]: recommended cancellation,Public events
Barbados,2020-06-15,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Barbados,2020-07-01,Internal movement [1]: recommended refrain,Internal movement
Barbados,2020-07-01,Stay at home [1]: recommended,Stay at home
Barbados,2020-07-12,International travel [1]: screening,International travel
Barbados,2020-07-23,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Barbados,2020-07-25,Public gatherings [0]: no measures,Public gatherings
Barbados,2020-08-03,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Barbados,2020-08-21,Internal movement [0]: no measures,Internal movement
Barbados,2020-08-21,Stay at home [0]: no measures,Stay at home
Barbados,2020-09-21,School closure [0]: no measures,School closure
Barbados,2020-10-09,Public transport [0]: no measures,Public transport
Belarus,2020-01-01,International travel [0]: no measures,International travel
Belarus,2020-01-01,Public campaign [0]: no measures,Public campaign
Belarus,2020-01-01,Public events [0]: no measures,Public events
Belarus,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Belarus,2020-03-14,International travel [3]: Ban on high-risk regions,International travel
Belarus,2020-04-04,School closure [3]: required closing for all,School closure
Belarus,2020-04-20,Public campaign [1]: public officials urging caution,Public campaign
Belarus,2020-04-20,School closure [0]: no measures,School closure
Belarus,2020-07-03,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Belgium,2020-01-01,International travel [0]: no measures,International travel
Belgium,2020-01-01,Public campaign [0]: no measures,Public campaign
Belgium,2020-01-28,Public campaign [1]: public officials urging caution,Public campaign
Belgium,2020-01-31,Public campaign [2]: coordinated public information campaign,Public campaign
Belgium,2020-03-04,International travel [1]: screening,International travel
Belgium,2020-03-10,Public events [1]: recommended cancellation,Public events
Belgium,2020-03-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Belgium,2020-03-14,Internal movement [2]: required restriction,Internal movement
Belgium,2020-03-14,Public events [2]: required cancellation,Public events
Belgium,2020-03-14,School closure [2]: required closing for some,School closure
Belgium,2020-03-14,Workplace closure [2]: required closing for some,Workplace closure
Belgium,2020-03-18,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Belgium,2020-03-18,Stay at home [2]: required with exception,Stay at home
Belgium,2020-03-18,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Belgium,2020-03-20,International travel [4]: Total border closure,International travel
Belgium,2020-05-05,International travel [3]: Ban on high-risk regions,International travel
Belgium,2020-05-11,Workplace closure [2]: required closing for some,Workplace closure
Belgium,2020-06-08,Internal movement [0]: no measures,Internal movement
Belgium,2020-06-08,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Belgium,2020-06-08,Stay at home [0]: no measures,Stay at home
Belgium,2020-07-01,School closure [1]: recommended closing,School closure
Belgium,2020-07-28,Internal movement [1]: recommended refrain,Internal movement
Belgium,2020-07-29,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Belgium,2020-07-29,Stay at home [2]: required with exception,Stay at home
Belgium,2020-07-29,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Belgium,2020-08-07,Stay at home [1]: recommended,Stay at home
Belgium,2020-08-09,Internal movement [2]: required restriction,Internal movement
Belgium,2020-08-12,Internal movement [0]: no measures,Internal movement
Belgium,2020-08-12,Stay at home [2]: required with exception,Stay at home
Belgium,2020-08-12,Workplace closure [2]: required closing for some,Workplace closure
Belgium,2020-08-27,Stay at home [0]: no measures,Stay at home
Belgium,2020-09-30,Public events [1]: recommended cancellation,Public events
Belgium,2020-10-19,Stay at home [2]: required with exception,Stay at home
Belize,2020-01-01,International travel [0]: no measures,International travel
Belize,2020-01-01,Public campaign [0]: no measures,Public campaign
Belize,2020-01-01,Public events [0]: no measures,Public events
Belize,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Belize,2020-01-01,School closure [0]: no measures,School closure
Belize,2020-01-01,Stay at home [0]: no measures,Stay at home
Belize,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Belize,2020-02-18,Public campaign [1]: public officials urging caution,Public campaign
Belize,2020-02-28,Public campaign [2]: coordinated public information campaign,Public campaign
Belize,2020-03-11,International travel [1]: screening,International travel
Belize,2020-03-13,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Belize,2020-03-15,International travel [3]: Ban on high-risk regions,International travel
Belize,2020-03-16,Public events [2]: required cancellation,Public events
Belize,2020-03-16,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Belize,2020-03-20,International travel [4]: Total border closure,International travel
Belize,2020-03-20,School closure [3]: required closing for all,School closure
Belize,2020-03-20,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Belize,2020-04-01,Internal movement [2]: required restriction,Internal movement
Belize,2020-04-01,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Belize,2020-04-27,Stay at home [2]: required with exception,Stay at home
Belize,2020-04-27,Workplace closure [2]: required closing for some,Workplace closure
Belize,2020-05-15,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Belize,2020-05-15,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Belize,2020-06-01,Internal movement [1]: recommended refrain,Internal movement
Belize,2020-06-01,Workplace closure [2]: required closing for some,Workplace closure
Belize,2020-06-11,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Belize,2020-07-01,Stay at home [1]: recommended,Stay at home
Belize,2020-08-07,Internal movement [2]: required restriction,Internal movement
Belize,2020-08-07,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Belize,2020-09-02,International travel [3]: Ban on high-risk regions,International travel
Belize,2020-09-02,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Belize,2020-09-02,Workplace closure [2]: required closing for some,Workplace closure
Belize,2020-10-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Belize,2020-10-19,International travel [1]: screening,International travel
Benin,2020-01-01,Internal movement [0]: no measures,Internal movement
Benin,2020-01-01,International travel [0]: no measures,International travel
Benin,2020-01-01,Public campaign [0]: no measures,Public campaign
Benin,2020-01-01,Public events [0]: no measures,Public events
Benin,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Benin,2020-01-01,School closure [0]: no measures,School closure
Benin,2020-01-01,Stay at home [0]: no measures,Stay at home
Benin,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Benin,2020-02-01,International travel [1]: screening,International travel
Benin,2020-02-22,Public campaign [1]: public officials urging caution,Public campaign
Benin,2020-03-01,Public campaign [2]: coordinated public information campaign,Public campaign
Benin,2020-03-10,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Benin,2020-03-17,Public events [2]: required cancellation,Public events
Benin,2020-03-30,Internal movement [2]: required restriction,Internal movement
Benin,2020-03-30,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Benin,2020-03-30,Public transport [2]: required closure,Public transport
Benin,2020-03-30,School closure [3]: required closing for all,School closure
Benin,2020-03-30,Workplace closure [2]: required closing for some,Workplace closure
Benin,2020-05-11,Internal movement [0]: no measures,Internal movement
